time,regione,fractile,threshold,bracket_average
1989,Italia,.48,8200.187419776415,8284.969552277287
1989,Italia,.49,8370.090892378032,8455.412295704891
1989,Italia,.5,8540.462343937235,8623.785509717527
1989,Italia,.51,8705.489938618135,8781.903373009984
1989,Italia,.52,8854.446099126086,8918.055393287967
1989,Italia,.53,8977.877134584605,9032.410382801399
1989,Italia,.54,9085.397331866783,9137.321130581106
1989,Italia,.55,9189.661506390927,9244.493928369006
1989,Italia,.5600000000000001,9301.308860433852,9363.235793261256
1989,Italia,.5700000000000001,9428.166269015439,9499.562211953857
1989,Italia,.58,9574.252954133528,9655.082836423444
1989,Italia,.59,9738.538774552826,9825.643261084526
1989,Italia,.6,9913.634425922241,10002.10979934416
1989,Italia,.61,10090.28941257662,10176.85854724022
1989,Italia,.62,10262.1297276725,10343.88543882699
1989,Italia,.63,10423.4513911701,10497.87719654026
1989,Italia,.64,10569.3945837479,10634.57041242819
1989,Italia,.65,10696.37346275211,10751.24186625975
1989,Italia,.66,10802.63266692547,10847.34467297751
1989,Italia,.67,10888.97102120464,10925.33822774222
1989,Italia,.68,10959.68866672944,10991.77818383922
1989,Italia,.6900000000000001,11023.83480091601,11058.75872999363
1989,Italia,.7000000000000001,11096.88444852518,11145.97122111761
1989,Italia,.71,11202.89719111055,11279.87249690026
1989,Italia,.72,11368.87848294456,11485.24323309924
1989,Italia,.73,11616.62890218526,11779.56345350574
1989,Italia,.74,11958.53534029599,12168.27656469719
1989,Italia,.75,12392.00154148587,12638.15071472846
1989,Italia,.76,12891.63708493162,13148.058955805
1989,Italia,.77,13398.49019154174,13615.79709584874
1989,Italia,.78,13788.46918164929,13808.36904796305
1989,Italia,.79,13828.2689142773,13848.16878059148
1989,Italia,.8,13868.06864690528,13887.96851321959
1989,Italia,.8100000000000001,13907.86837953329,13927.76824584704
1989,Italia,.8200000000000001,13947.66811216129,13967.56797847536
1989,Italia,.8300000000000001,13987.46784478931,14007.36771110319
1989,Italia,.84,14027.26757741731,14047.16744373157
1989,Italia,.85,14067.0673100453,14277.51279367645
1989,Italia,.86,14630.92566692322,15011.02273498604
1989,Italia,.87,15385.93045278824,15687.601768633
1989,Italia,.88,15970.07004801985,16224.34317923413
1989,Italia,.89,16470.122697077,16711.32142781555
1989,Italia,.9,16956.64976346057,17222.59829765306
1989,Italia,.91,17504.259355089,17822.86127042769
1989,Italia,.92,18164.10764314559,18654.55217227609
1989,Italia,.93,19282.35588992817,20155.33761253197
1989,Italia,.9400000000000001,21018.75546331116,21481.37894199443
1989,Italia,.9500000000000001,21954.06005109019,23281.73141140691
1989,Italia,.96,25180.32611482039,26525.5758623974
1989,Italia,.97,27847.74332522948,32118.19182862819
1989,Italia,.98,34620.04366528204,38984.7252516361
1989,Italia,.99,46785.58825588867,77719.97912561028
1990,Italia,0,-21665.0562137772,-5438.688967695351
1990,Italia,.01,327.2620120886799,354.0448081661589
1990,Italia,.02,380.8276042428234,407.610400320165
1990,Italia,.03,434.3931963969669,461.1759924734686
1990,Italia,.04,487.9587885511107,514.7415846284107
1990,Italia,.05,541.5243807052536,568.3071767824171
1990,Italia,.06,595.0899728593972,645.9385974563651
1990,Italia,.07,797.956111244234,1056.298077268345
1990,Italia,.08,1314.640043289344,1548.455348867869
1990,Italia,.09,1722.759982116414,1872.440361579651
1990,Italia,.1,2026.695996540986,2238.507967753199
1990,Italia,.11,2469.091857642538,2663.378666261656
1990,Italia,.12,2821.005562638271,2953.708878584047
1990,Italia,.13,3078.80150392285,3172.669025320058
1990,Italia,.14,3254.36453273265,3323.049289577817
1990,Italia,.15,3389.816216716948,3458.397339642257
1990,Italia,.16,3529.434898425149,3604.335798253478
1990,Italia,.17,3679.148467316135,3745.057369732855
1990,Italia,.18,3801.474198984673,3838.83553990484
1990,Italia,.19,3868.739116977864,3888.167238327714
1990,Italia,.2,3904.469669476937,3918.382764574191
1990,Italia,.21,3932.898197686215,3951.767098638575
1990,Italia,.22,3974.22342758614,4006.134996858864
